treatment,wp,n_circles,seed,strategy,init,selection_scheme,repair,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
B+interleaved_polish,WP5,10,18,SINGLE_VARIANCE,lhs,comma,random,0.38683887,0.08175255,100032,247,,,
B+interleaved_polish,WP5,10,19,SINGLE_VARIANCE,lhs,comma,random,0.38386429,0.08881337,100074,249,,,
B+interleaved_polish,WP5,10,20,SINGLE_VARIANCE,lhs,comma,random,0.33926926,0.1946695,99780,270,,,
B+interleaved_polish,WP5,10,21,SINGLE_VARIANCE,lhs,comma,random,0.37578475,0.10799194,100095,276,,,
B+interleaved_polish,WP5,10,22,SINGLE_VARIANCE,lhs,comma,random,0.3744024,0.11127324,100179,277,,,
B+interleaved_polish,WP5,10,23,SINGLE_VARIANCE,lhs,comma,random,0.37131386,0.11860458,100053,233,,,
B+interleaved_polish,WP5,10,24,SINGLE_VARIANCE,lhs,comma,random,0.37420654,0.11173818,99654,290,,,
B+interleaved_polish,WP5,15,0,SINGLE_VARIANCE,lhs,comma,random,0.25860871,0.24179763,98630,130,,,
B+interleaved_polish,WP5,15,1,SINGLE_VARIANCE,lhs,comma,random,0.27627866,0.18999196,99358,150,,,
B+interleaved_polish,WP5,15,2,SINGLE_VARIANCE,lhs,comma,random,0.11246367,0.67027319,100177,126,,,
B+interleaved_polish,WP5,15,3,SINGLE_VARIANCE,lhs,comma,random,0.2778425,0.18540702,98653,140,,,
B+interleaved_polish,WP5,15,4,SINGLE_VARIANCE,lhs,comma,random,0.11836757,0.65296385,100061,147,,,
B+interleaved_polish,WP5,15,5,SINGLE_VARIANCE,lhs,comma,random,0.26579746,0.22072127,98978,160,,,
B+interleaved_polish,WP5,15,6,SINGLE_VARIANCE,lhs,comma,random,0.2478819,0.27324704,97901,150,,,
B+interleaved_polish,WP5,15,7,SINGLE_VARIANCE,lhs,comma,random,0.24245346,0.28916243,94755,130,,,
B+interleaved_polish,WP5,15,8,SINGLE_VARIANCE,lhs,comma,random,0.17427422,0.48905383,99459,140,,,
B+interleaved_polish,WP5,15,9,SINGLE_VARIANCE,lhs,comma,random,0.17566153,0.48498646,98273,150,,,
B+interleaved_polish,WP5,15,10,SINGLE_VARIANCE,lhs,comma,random,0.25275168,0.25896958,98925,110,,,
B+interleaved_polish,WP5,15,11,SINGLE_VARIANCE,lhs,comma,random,0.27933803,0.18102235,100033,120,,,
B+interleaved_polish,WP5,15,12,SINGLE_VARIANCE,lhs,comma,random,0.1212244,0.64458804,100154,116,,,
B+interleaved_polish,WP5,15,13,SINGLE_VARIANCE,lhs,comma,random,0.16293233,0.52230659,99219,130,,,
B+interleaved_polish,WP5,15,14,SINGLE_VARIANCE,lhs,comma,random,0.17698368,0.48111011,98358,160,,,
B+interleaved_polish,WP5,15,15,SINGLE_VARIANCE,lhs,comma,random,0.20218751,0.4072162,96963,160,,,
B+interleaved_polish,WP5,15,16,SINGLE_VARIANCE,lhs,comma,random,0.2803485,0.17805978,99698,190,,,
B+interleaved_polish,WP5,15,17,SINGLE_VARIANCE,lhs,comma,random,0.20215684,0.40730614,93159,110,,,
B+interleaved_polish,WP5,15,18,SINGLE_VARIANCE,lhs,comma,random,0.24977545,0.26769542,98715,140,,,
B+interleaved_polish,WP5,15,19,SINGLE_VARIANCE,lhs,comma,random,0.18535888,0.45655527,99273,140,,,
B+interleaved_polish,WP5,15,20,SINGLE_VARIANCE,lhs,comma,random,0.30517215,0.10528053,99948,110,,,
B+interleaved_polish,WP5,15,21,SINGLE_VARIANCE,lhs,comma,random,0.12991827,0.61909889,100198,123,,,
B+interleaved_polish,WP5,15,22,SINGLE_VARIANCE,lhs,comma,random,0.27777657,0.18560031,84091,130,,,
B+interleaved_polish,WP5,15,23,SINGLE_VARIANCE,lhs,comma,random,0.29099746,0.14683861,100173,224,,,
B+interleaved_polish,WP5,15,24,SINGLE_VARIANCE,lhs,comma,random,0.17008313,0.50134151,100030,147,,,
B+interleaved_polish,WP5,20,0,SINGLE_VARIANCE,lhs,comma,random,0.14264837,0.50229389,96128,130,,,
B+interleaved_polish,WP5,20,1,SINGLE_VARIANCE,lhs,comma,random,0.14766338,0.48479632,98292,120,,,
B+interleaved_polish,WP5,20,2,SINGLE_VARIANCE,lhs,comma,random,0.1017161,0.64510827,100088,102,,,
B+interleaved_polish,WP5,20,3,SINGLE_VARIANCE,lhs,comma,random,0.15809678,0.44839375,98857,110,,,
B+interleaved_polish,WP5,20,4,SINGLE_VARIANCE,lhs,comma,random,0.17519107,0.38875106,91404,120,,,
B+interleaved_polish,WP5,20,5,SINGLE_VARIANCE,lhs,comma,random,0.08967092,0.68713444,100180,104,,,
B+interleaved_polish,WP5,20,6,SINGLE_VARIANCE,lhs,comma,random,0.15232463,0.468533,97709,110,,,
B+interleaved_polish,WP5,20,7,SINGLE_VARIANCE,lhs,comma,random,0.14100212,0.50803772,97290,100,,,
B+interleaved_polish,WP5,20,8,SINGLE_VARIANCE,lhs,comma,random,0.18592083,0.35131447,92306,120,,,
B+interleaved_polish,WP5,20,9,SINGLE_VARIANCE,lhs,comma,random,0.10789889,0.62353626,100133,111,,,
B+interleaved_polish,WP5,20,10,SINGLE_VARIANCE,lhs,comma,random,0.17436892,0.39161957,94725,120,,,
B+interleaved_polish,WP5,20,11,SINGLE_VARIANCE,lhs,comma,random,0.08407552,0.70665701,100032,99,,,
B+interleaved_polish,WP5,20,12,SINGLE_VARIANCE,lhs,comma,random,0.09605357,0.66486509,97978,90,,,
B+interleaved_polish,WP5,20,13,SINGLE_VARIANCE,lhs,comma,random,0.17650173,0.38417811,94083,90,,,
B+interleaved_polish,WP5,20,14,SINGLE_VARIANCE,lhs,comma,random,0.09854268,0.65618047,100166,93,,,
B+interleaved_polish,WP5,20,15,SINGLE_VARIANCE,lhs,comma,random,0.12685899,0.55738369,97905,100,,,
B+interleaved_polish,WP5,20,16,SINGLE_VARIANCE,lhs,comma,random,0.22950714,0.19924004,97727,130,,,
B+interleaved_polish,WP5,20,17,SINGLE_VARIANCE,lhs,comma,random,0.19852895,0.30732422,93878,90,,,
B+interleaved_polish,WP5,20,18,SINGLE_VARIANCE,lhs,comma,random,0.20913985,0.27030234,82111,90,,,
B+interleaved_polish,WP5,20,19,SINGLE_VARIANCE,lhs,comma,random,0.16702898,0.41722893,97363,90,,,
B+interleaved_polish,WP5,20,20,SINGLE_VARIANCE,lhs,comma,random,0.22399853,0.2184598,98333,120,,,
B+interleaved_polish,WP5,20,21,SINGLE_VARIANCE,lhs,comma,random,0.08077888,0.71815911,100113,107,,,
B+interleaved_polish,WP5,20,22,SINGLE_VARIANCE,lhs,comma,random,0.1717189,0.4008656,97126,100,,,
B+interleaved_polish,WP5,20,23,SINGLE_VARIANCE,lhs,comma,random,0.14077309,0.50883683,98898,110,,,
B+interleaved_polish,WP5,20,24,SINGLE_VARIANCE,lhs,comma,random,0.15116241,0.47258805,97923,120,,,
