treatment,wp,n_circles,seed,strategy,init,selection_scheme,archive_mode,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
B+plus,WP2,10,12,SINGLE_VARIANCE,lhs,plus,off,0.40628907,0.0355832,100200,477,,,
B+plus,WP2,10,13,SINGLE_VARIANCE,lhs,plus,off,0.40294155,0.04352928,100200,477,,,
B+plus,WP2,10,14,SINGLE_VARIANCE,lhs,plus,off,0.40200263,0.04575801,100200,477,,,
B+plus,WP2,10,15,SINGLE_VARIANCE,lhs,plus,off,0.40771665,0.03219451,100200,477,,,
B+plus,WP2,10,16,SINGLE_VARIANCE,lhs,plus,off,0.40679942,0.03437177,100200,477,,,
B+plus,WP2,10,17,SINGLE_VARIANCE,lhs,plus,off,0.40971597,0.02744871,100200,477,,,
B+plus,WP2,10,18,SINGLE_VARIANCE,lhs,plus,off,0.29688078,0.29528794,100200,477,,,
B+plus,WP2,10,19,SINGLE_VARIANCE,lhs,plus,off,0.40106528,0.04798302,100200,477,,,
B+plus,WP2,10,20,SINGLE_VARIANCE,lhs,plus,off,0.40247613,0.04463405,100200,477,,,
B+plus,WP2,10,21,SINGLE_VARIANCE,lhs,plus,off,0.41801692,0.00774456,100200,477,53370,,
B+plus,WP2,10,22,SINGLE_VARIANCE,lhs,plus,off,0.41580483,0.01299544,100200,477,30480,,
B+plus,WP2,10,23,SINGLE_VARIANCE,lhs,plus,off,0.40895654,0.02925136,100200,477,,,
B+plus,WP2,10,24,SINGLE_VARIANCE,lhs,plus,off,0.37609156,0.10726365,100200,477,,,
B+plus,WP2,15,0,SINGLE_VARIANCE,lhs,plus,off,0.21422188,0.37193322,100200,477,,,
B+plus,WP2,15,1,SINGLE_VARIANCE,lhs,plus,off,0.29274064,0.14172787,100200,477,,,
B+plus,WP2,15,2,SINGLE_VARIANCE,lhs,plus,off,0.16974515,0.5023324,100200,477,,,
B+plus,WP2,15,3,SINGLE_VARIANCE,lhs,plus,off,0.18187737,0.46676254,100200,477,,,
B+plus,WP2,15,4,SINGLE_VARIANCE,lhs,plus,off,0.18697751,0.45180966,100200,477,,,
B+plus,WP2,15,5,SINGLE_VARIANCE,lhs,plus,off,0.19744428,0.42112267,100200,477,,,
B+plus,WP2,15,6,SINGLE_VARIANCE,lhs,plus,off,0.1900688,0.44274646,100200,477,,,
B+plus,WP2,15,7,SINGLE_VARIANCE,lhs,plus,off,0.18196925,0.46649314,100200,477,,,
B+plus,WP2,15,8,SINGLE_VARIANCE,lhs,plus,off,0.18299226,0.46349385,100200,477,,,
B+plus,WP2,15,9,SINGLE_VARIANCE,lhs,plus,off,0.29278679,0.14159256,100200,477,,,
B+plus,WP2,15,10,SINGLE_VARIANCE,lhs,plus,off,0.28947724,0.15129568,100200,477,,,
B+plus,WP2,15,11,SINGLE_VARIANCE,lhs,plus,off,0.18123668,0.46864094,100200,477,,,
B+plus,WP2,15,12,SINGLE_VARIANCE,lhs,plus,off,0.17563217,0.48507254,100200,477,,,
B+plus,WP2,15,13,SINGLE_VARIANCE,lhs,plus,off,0.18244661,0.46509359,100200,477,,,
B+plus,WP2,15,14,SINGLE_VARIANCE,lhs,plus,off,0.29741643,0.12801915,100200,477,,,
B+plus,WP2,15,15,SINGLE_VARIANCE,lhs,plus,off,0.18885506,0.44630499,100200,477,,,
B+plus,WP2,15,16,SINGLE_VARIANCE,lhs,plus,off,0.17532489,0.48597343,100200,477,,,
B+plus,WP2,15,17,SINGLE_VARIANCE,lhs,plus,off,0.19589126,0.42567589,100200,477,,,
B+plus,WP2,15,18,SINGLE_VARIANCE,lhs,plus,off,0.32928046,0.03459855,100200,477,,,
B+plus,WP2,15,19,SINGLE_VARIANCE,lhs,plus,off,0.18169669,0.46729227,100200,477,,,
B+plus,WP2,15,20,SINGLE_VARIANCE,lhs,plus,off,0.18928099,0.44505622,100200,477,,,
B+plus,WP2,15,21,SINGLE_VARIANCE,lhs,plus,off,0.21282472,0.37602949,100200,477,,,
B+plus,WP2,15,22,SINGLE_VARIANCE,lhs,plus,off,0.19271908,0.43497626,100200,477,,,
B+plus,WP2,15,23,SINGLE_VARIANCE,lhs,plus,off,0.18391428,0.46079061,100200,477,,,
B+plus,WP2,15,24,SINGLE_VARIANCE,lhs,plus,off,0.329261,0.0346556,100200,477,,,
B+plus,WP2,20,0,SINGLE_VARIANCE,lhs,plus,off,0.13606041,0.52527957,100200,477,,,
B+plus,WP2,20,1,SINGLE_VARIANCE,lhs,plus,off,0.13576857,0.52629781,100200,477,,,
B+plus,WP2,20,2,SINGLE_VARIANCE,lhs,plus,off,0.13043731,0.54489879,100200,477,,,
B+plus,WP2,20,3,SINGLE_VARIANCE,lhs,plus,off,0.13094703,0.54312034,100200,477,,,
B+plus,WP2,20,4,SINGLE_VARIANCE,lhs,plus,off,0.1361255,0.52505245,100200,477,,,
B+plus,WP2,20,5,SINGLE_VARIANCE,lhs,plus,off,0.14277952,0.50183631,100200,477,,,
B+plus,WP2,20,6,SINGLE_VARIANCE,lhs,plus,off,0.14314923,0.50054635,100200,477,,,
B+plus,WP2,20,7,SINGLE_VARIANCE,lhs,plus,off,0.15295771,0.46632417,100200,477,,,
B+plus,WP2,20,8,SINGLE_VARIANCE,lhs,plus,off,0.12923707,0.54908648,100200,477,,,
B+plus,WP2,20,9,SINGLE_VARIANCE,lhs,plus,off,0.14952887,0.47828755,100200,477,,,
B+plus,WP2,20,10,SINGLE_VARIANCE,lhs,plus,off,0.14361719,0.49891363,100200,477,,,
B+plus,WP2,20,11,SINGLE_VARIANCE,lhs,plus,off,0.14209587,0.50422159,100200,477,,,
B+plus,WP2,20,12,SINGLE_VARIANCE,lhs,plus,off,0.1441837,0.49693705,100200,477,,,
B+plus,WP2,20,13,SINGLE_VARIANCE,lhs,plus,off,0.1336217,0.53378833,100200,477,,,
B+plus,WP2,20,14,SINGLE_VARIANCE,lhs,plus,off,0.13996615,0.51165226,100200,477,,,
B+plus,WP2,20,15,SINGLE_VARIANCE,lhs,plus,off,0.14394955,0.49775402,100200,477,,,
B+plus,WP2,20,16,SINGLE_VARIANCE,lhs,plus,off,0.13131907,0.54182231,100200,477,,,
B+plus,WP2,20,17,SINGLE_VARIANCE,lhs,plus,off,0.14123247,0.50723404,100200,477,,,
B+plus,WP2,20,18,SINGLE_VARIANCE,lhs,plus,off,0.14469093,0.49516732,100200,477,,,
B+plus,WP2,20,19,SINGLE_VARIANCE,lhs,plus,off,0.13217517,0.53883531,100200,477,,,
B+plus,WP2,20,20,SINGLE_VARIANCE,lhs,plus,off,0.13984234,0.51208426,100200,477,,,
B+plus,WP2,20,21,SINGLE_VARIANCE,lhs,plus,off,0.1385619,0.51655175,100200,477,,,
B+plus,WP2,20,22,SINGLE_VARIANCE,lhs,plus,off,0.13074078,0.54383998,100200,477,,,
B+plus,WP2,20,23,SINGLE_VARIANCE,lhs,plus,off,0.13475763,0.529825,100200,477,,,
B+plus,WP2,20,24,SINGLE_VARIANCE,lhs,plus,off,0.13823266,0.5177005,100200,477,,,
B+arch_book,WP2,7,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51342971,0.04192712,100200,477,,,
B+arch_book,WP2,7,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51785381,0.03367164,100200,477,,,
B+arch_book,WP2,7,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50306588,0.06126628,100200,477,,,
B+arch_book,WP2,7,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50387751,0.05975177,100200,477,,,
B+arch_book,WP2,7,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51376855,0.04129484,100200,477,,,
B+arch_book,WP2,7,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.5193634,0.03085471,100200,477,,,
B+arch_book,WP2,7,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50919559,0.04982809,100200,477,,,
B+arch_book,WP2,7,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.52683673,0.01690927,100200,477,13260,,
B+arch_book,WP2,7,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50391494,0.05968192,100200,477,,,
B+arch_book,WP2,7,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.5093449,0.04954947,100200,477,,,
B+arch_book,WP2,7,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51348791,0.04181851,100200,477,,,
B+arch_book,WP2,7,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.53022446,0.01058768,100200,477,9900,,
B+arch_book,WP2,7,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51259403,0.04348652,100200,477,,,
B+arch_book,WP2,7,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.5236567,0.02284329,100200,477,,,
B+arch_book,WP2,7,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.5037996,0.05989714,100200,477,,,
B+arch_book,WP2,7,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51734515,0.0346208,100200,477,,,
B+arch_book,WP2,7,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50263648,0.06206756,100200,477,,,
B+arch_book,WP2,7,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50450813,0.05857501,100200,477,,,
B+arch_book,WP2,7,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51363536,0.04154337,100200,477,,,
B+arch_book,WP2,7,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.52397872,0.0222424,100200,477,,,
B+arch_book,WP2,7,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.52019482,0.02930324,100200,477,,,
B+arch_book,WP2,7,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.53435426,0.00288138,100200,477,8850,,
B+arch_book,WP2,7,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51245384,0.04374811,100200,477,,,
B+arch_book,WP2,7,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.51580414,0.03749637,100200,477,,,
B+arch_book,WP2,7,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.50333476,0.06076455,100200,477,,,
B+arch_book,WP2,10,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.4009726,0.04820303,100200,477,,,
B+arch_book,WP2,10,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.37701876,0.10506274,100200,477,,,
B+arch_book,WP2,10,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38906001,0.07648019,100200,477,,,
B+arch_book,WP2,10,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.37709893,0.10487243,100200,477,,,
B+arch_book,WP2,10,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38111782,0.09533271,100200,477,,,
B+arch_book,WP2,10,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38546326,0.08501786,100200,477,,,
B+arch_book,WP2,10,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.3994114,0.05190886,100200,477,,,
B+arch_book,WP2,10,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.40231595,0.04501427,100200,477,,,
B+arch_book,WP2,10,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38794109,0.07913617,100200,477,,,
B+arch_book,WP2,10,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.39166931,0.07028642,100200,477,,,
B+arch_book,WP2,10,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.39562748,0.06089085,100200,477,,,
B+arch_book,WP2,10,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38938725,0.0757034,100200,477,,,
B+arch_book,WP2,10,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.40114902,0.04778424,100200,477,,,
B+arch_book,WP2,10,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.37627337,0.10683208,100200,477,,,
B+arch_book,WP2,10,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.39285791,0.06746503,100200,477,,,
B+arch_book,WP2,10,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.39150659,0.07067268,100200,477,,,
B+arch_book,WP2,10,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.39327579,0.0664731,100200,477,,,
B+arch_book,WP2,10,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.36216356,0.14032483,100200,477,,,
B+arch_book,WP2,10,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38151092,0.09439961,100200,477,,,
B+arch_book,WP2,10,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.37461304,0.11077324,100200,477,,,
B+arch_book,WP2,10,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38535624,0.08527189,100200,477,,,
B+arch_book,WP2,10,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.37023647,0.121162,100200,477,,,
B+arch_book,WP2,10,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.36250033,0.13952544,100200,477,,,
B+arch_book,WP2,10,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38465368,0.08693958,100200,477,,,
B+arch_book,WP2,10,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.38481275,0.08656198,100200,477,,,
B+arch_book,WP2,15,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.29227293,0.14309913,100200,477,,,
B+arch_book,WP2,15,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.26639634,0.21896545,100200,477,,,
B+arch_book,WP2,15,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28350108,0.16881688,100200,477,,,
B+arch_book,WP2,15,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28951139,0.15119555,100200,477,,,
B+arch_book,WP2,15,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.27850243,0.1834722,100200,477,,,
B+arch_book,WP2,15,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.27900845,0.18198862,100200,477,,,
B+arch_book,WP2,15,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28602738,0.16141016,100200,477,,,
B+arch_book,WP2,15,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.29901937,0.12331955,100200,477,,,
B+arch_book,WP2,15,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.27657006,0.1891376,100200,477,,,
B+arch_book,WP2,15,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28162339,0.17432199,100200,477,,,
B+arch_book,WP2,15,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.29510975,0.13478201,100200,477,,,
B+arch_book,WP2,15,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.2926862,0.14188748,100200,477,,,
B+arch_book,WP2,15,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.29730876,0.12833483,100200,477,,,
B+arch_book,WP2,15,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.29659437,0.1304293,100200,477,,,
B+arch_book,WP2,15,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28258454,0.17150404,100200,477,,,
B+arch_book,WP2,15,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.27107636,0.20524431,100200,477,,,
B+arch_book,WP2,15,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.27243668,0.20125607,100200,477,,,
B+arch_book,WP2,15,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28949782,0.15123534,100200,477,,,
B+arch_book,WP2,15,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28381779,0.16788835,100200,477,,,
B+arch_book,WP2,15,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28034786,0.17806165,100200,477,,,
B+arch_book,WP2,15,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.27664876,0.18890688,100200,477,,,
B+arch_book,WP2,15,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.26784095,0.21473008,100200,477,,,
B+arch_book,WP2,15,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.28421694,0.1667181,100200,477,,,
B+arch_book,WP2,15,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.2741213,0.19631701,100200,477,,,
B+arch_book,WP2,15,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.26048819,0.23628726,100200,477,,,
B+arch_book,WP2,20,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.23411743,0.18315453,100200,477,,,
B+arch_book,WP2,20,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.2175195,0.24106539,100200,477,,,
B+arch_book,WP2,20,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.23232512,0.18940797,100200,477,,,
B+arch_book,WP2,20,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22732579,0.20685086,100200,477,,,
B+arch_book,WP2,20,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.1970589,0.31245329,100200,477,,,
B+arch_book,WP2,20,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22475796,0.21581011,100200,477,,,
B+arch_book,WP2,20,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.25156693,0.12227248,100200,477,,,
B+arch_book,WP2,20,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.21933785,0.23472109,100200,477,,,
B+arch_book,WP2,20,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22831444,0.20340141,100200,477,,,
B+arch_book,WP2,20,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22860761,0.20237853,100200,477,,,
B+arch_book,WP2,20,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22109724,0.2285825,100200,477,,,
B+arch_book,WP2,20,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.20839784,0.27289125,100200,477,,,
B+arch_book,WP2,20,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.23675187,0.17396287,100200,477,,,
B+arch_book,WP2,20,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22992991,0.19776496,100200,477,,,
B+arch_book,WP2,20,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.23949086,0.1644064,100200,477,,,
B+arch_book,WP2,20,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.13309487,0.53562645,100200,477,,,
B+arch_book,WP2,20,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.21761578,0.24072948,100200,477,,,
B+arch_book,WP2,20,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.20607277,0.28100352,100200,477,,,
B+arch_book,WP2,20,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.21911187,0.23550956,100200,477,,,
B+arch_book,WP2,20,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22666576,0.20915371,100200,477,,,
B+arch_book,WP2,20,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22691372,0.20828857,100200,477,,,
B+arch_book,WP2,20,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22146195,0.22731003,100200,477,,,
B+arch_book,WP2,20,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22170719,0.22645436,100200,477,,,
B+arch_book,WP2,20,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.22067997,0.23003839,100200,477,,,
B+arch_book,WP2,20,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,0.13003256,0.54631097,100200,477,,,
B+arch_reintro,WP2,7,0,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51342971,0.04192712,100200,477,,,
B+arch_reintro,WP2,7,1,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51785381,0.03367164,100200,477,,,
B+arch_reintro,WP2,7,2,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50308387,0.06123271,100200,477,,,
B+arch_reintro,WP2,7,3,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50387751,0.05975177,100200,477,,,
B+arch_reintro,WP2,7,4,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51376855,0.04129484,100200,477,,,
B+arch_reintro,WP2,7,5,SINGLE_VARIANCE,lhs,comma,reintroduction,0.5193634,0.03085471,100200,477,,,
B+arch_reintro,WP2,7,6,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50919559,0.04982809,100200,477,,,
B+arch_reintro,WP2,7,7,SINGLE_VARIANCE,lhs,comma,reintroduction,0.52683673,0.01690927,100200,477,13260,,
B+arch_reintro,WP2,7,8,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50391494,0.05968192,100200,477,,,
B+arch_reintro,WP2,7,9,SINGLE_VARIANCE,lhs,comma,reintroduction,0.5093449,0.04954947,100200,477,,,
B+arch_reintro,WP2,7,10,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51348791,0.04181851,100200,477,,,
B+arch_reintro,WP2,7,11,SINGLE_VARIANCE,lhs,comma,reintroduction,0.53022446,0.01058768,100200,477,9900,,
B+arch_reintro,WP2,7,12,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51259403,0.04348652,100200,477,,,
B+arch_reintro,WP2,7,13,SINGLE_VARIANCE,lhs,comma,reintroduction,0.5236567,0.02284329,100200,477,,,
B+arch_reintro,WP2,7,14,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50381087,0.05987612,100200,477,,,
B+arch_reintro,WP2,7,15,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51734515,0.0346208,100200,477,,,
B+arch_reintro,WP2,7,16,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50263636,0.06206779,100200,477,,,
B+arch_reintro,WP2,7,17,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50450813,0.05857501,100200,477,,,
B+arch_reintro,WP2,7,18,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51363536,0.04154337,100200,477,,,
B+arch_reintro,WP2,7,19,SINGLE_VARIANCE,lhs,comma,reintroduction,0.52397872,0.0222424,100200,477,,,
B+arch_reintro,WP2,7,20,SINGLE_VARIANCE,lhs,comma,reintroduction,0.52019482,0.02930324,100200,477,,,
B+arch_reintro,WP2,7,21,SINGLE_VARIANCE,lhs,comma,reintroduction,0.53435426,0.00288138,100200,477,8850,,
B+arch_reintro,WP2,7,22,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51245384,0.04374811,100200,477,,,
B+arch_reintro,WP2,7,23,SINGLE_VARIANCE,lhs,comma,reintroduction,0.51580414,0.03749637,100200,477,,,
B+arch_reintro,WP2,7,24,SINGLE_VARIANCE,lhs,comma,reintroduction,0.50333476,0.06076455,100200,477,,,
B+arch_reintro,WP2,10,0,SINGLE_VARIANCE,lhs,comma,reintroduction,0.4009726,0.04820303,100200,477,,,
B+arch_reintro,WP2,10,1,SINGLE_VARIANCE,lhs,comma,reintroduction,0.37701876,0.10506274,100200,477,,,
B+arch_reintro,WP2,10,2,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38906001,0.07648019,100200,477,,,
B+arch_reintro,WP2,10,3,SINGLE_VARIANCE,lhs,comma,reintroduction,0.37709893,0.10487243,100200,477,,,
B+arch_reintro,WP2,10,4,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38111782,0.09533271,100200,477,,,
B+arch_reintro,WP2,10,5,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38546326,0.08501786,100200,477,,,
B+arch_reintro,WP2,10,6,SINGLE_VARIANCE,lhs,comma,reintroduction,0.3994114,0.05190886,100200,477,,,
B+arch_reintro,WP2,10,7,SINGLE_VARIANCE,lhs,comma,reintroduction,0.40231595,0.04501427,100200,477,,,
B+arch_reintro,WP2,10,8,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38794109,0.07913617,100200,477,,,
B+arch_reintro,WP2,10,9,SINGLE_VARIANCE,lhs,comma,reintroduction,0.39166931,0.07028642,100200,477,,,
B+arch_reintro,WP2,10,10,SINGLE_VARIANCE,lhs,comma,reintroduction,0.39562748,0.06089085,100200,477,,,
B+arch_reintro,WP2,10,11,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38938725,0.0757034,100200,477,,,
B+arch_reintro,WP2,10,12,SINGLE_VARIANCE,lhs,comma,reintroduction,0.40114902,0.04778424,100200,477,,,
B+arch_reintro,WP2,10,13,SINGLE_VARIANCE,lhs,comma,reintroduction,0.37627337,0.10683208,100200,477,,,
B+arch_reintro,WP2,10,14,SINGLE_VARIANCE,lhs,comma,reintroduction,0.39285791,0.06746503,100200,477,,,
B+arch_reintro,WP2,10,15,SINGLE_VARIANCE,lhs,comma,reintroduction,0.39150659,0.07067268,100200,477,,,
B+arch_reintro,WP2,10,16,SINGLE_VARIANCE,lhs,comma,reintroduction,0.39327579,0.0664731,100200,477,,,
B+arch_reintro,WP2,10,17,SINGLE_VARIANCE,lhs,comma,reintroduction,0.36216356,0.14032483,100200,477,,,
B+arch_reintro,WP2,10,18,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38151092,0.09439961,100200,477,,,
B+arch_reintro,WP2,10,19,SINGLE_VARIANCE,lhs,comma,reintroduction,0.37461304,0.11077324,100200,477,,,
B+arch_reintro,WP2,10,20,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38535624,0.08527189,100200,477,,,
B+arch_reintro,WP2,10,21,SINGLE_VARIANCE,lhs,comma,reintroduction,0.37023647,0.121162,100200,477,,,
B+arch_reintro,WP2,10,22,SINGLE_VARIANCE,lhs,comma,reintroduction,0.36250033,0.13952544,100200,477,,,
B+arch_reintro,WP2,10,23,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38465368,0.08693958,100200,477,,,
B+arch_reintro,WP2,10,24,SINGLE_VARIANCE,lhs,comma,reintroduction,0.38481275,0.08656198,100200,477,,,
B+arch_reintro,WP2,15,0,SINGLE_VARIANCE,lhs,comma,reintroduction,0.29227293,0.14309913,100200,477,,,
B+arch_reintro,WP2,15,1,SINGLE_VARIANCE,lhs,comma,reintroduction,0.26639634,0.21896545,100200,477,,,
B+arch_reintro,WP2,15,2,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28350108,0.16881688,100200,477,,,
B+arch_reintro,WP2,15,3,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28463401,0.1654953,100200,477,,,
B+arch_reintro,WP2,15,4,SINGLE_VARIANCE,lhs,comma,reintroduction,0.29589104,0.13249138,100200,477,,,
B+arch_reintro,WP2,15,5,SINGLE_VARIANCE,lhs,comma,reintroduction,0.27900845,0.18198862,100200,477,,,
B+arch_reintro,WP2,15,6,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28602738,0.16141016,100200,477,,,
B+arch_reintro,WP2,15,7,SINGLE_VARIANCE,lhs,comma,reintroduction,0.29901937,0.12331955,100200,477,,,
B+arch_reintro,WP2,15,8,SINGLE_VARIANCE,lhs,comma,reintroduction,0.27657006,0.1891376,100200,477,,,
B+arch_reintro,WP2,15,9,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28162339,0.17432199,100200,477,,,
B+arch_reintro,WP2,15,10,SINGLE_VARIANCE,lhs,comma,reintroduction,0.29510975,0.13478201,100200,477,,,
B+arch_reintro,WP2,15,11,SINGLE_VARIANCE,lhs,comma,reintroduction,0.2926862,0.14188748,100200,477,,,
B+arch_reintro,WP2,15,12,SINGLE_VARIANCE,lhs,comma,reintroduction,0.29730876,0.12833483,100200,477,,,
B+arch_reintro,WP2,15,13,SINGLE_VARIANCE,lhs,comma,reintroduction,0.29659437,0.1304293,100200,477,,,
B+arch_reintro,WP2,15,14,SINGLE_VARIANCE,lhs,comma,reintroduction,0.28258454,0.17150404,100200,477,,,
B+arch_reintro,WP2,15,15,SINGLE_VARIANCE,lhs,comma,reintroduction,0.27107636,0.20524431,100200,477,,,
B+arch_reintro,WP2,15,16,SINGLE_VARIANCE,lhs,comma,reintroduction,0.27243668,0.20125607,100200,477,,,
