treatment,wp,n_circles,seed,strategy,init,selection_scheme,archive_mode,repair,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
+clip+polish,STACK,10,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.39316657,0.06673236,100200,325,,,
+clip+polish,STACK,10,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.3987387,0.05350567,100095,312,,,
+clip+polish,STACK,10,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.39896099,0.05297801,99822,310,,,
+clip+polish,STACK,10,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.38927009,0.07598151,100200,307,,,
+clip+polish,STACK,10,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.41396438,0.01736416,99822,310,28632,,
+clip+polish,STACK,10,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.39850597,0.0540581,100158,320,,,
+clip+polish,STACK,10,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.39486741,0.06269504,100179,274,,,
+clip+polish,STACK,10,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.40713179,0.03358282,100158,311,,,
+clip+polish,STACK,10,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.40706355,0.0337448,100158,320,,,
+clip+polish,STACK,15,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.28366223,0.16834441,97862,160,,,
+clip+polish,STACK,15,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.27072006,0.20628894,99333,220,,,
+clip+polish,STACK,15,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.3017237,0.11539087,98977,200,,,
+clip+polish,STACK,15,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.30761227,0.09812645,98218,180,,,
+clip+polish,STACK,15,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.32206847,0.05574302,100059,165,,,
+clip+polish,STACK,15,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.295665,0.13315407,100142,193,,,
+clip+polish,STACK,15,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.29719362,0.1286724,99628,200,,,
+clip+polish,STACK,15,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.2902321,0.14908253,99125,170,,,
+clip+polish,STACK,15,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.30486764,0.10617332,100099,177,,,
+clip+polish,STACK,15,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.31119864,0.08761174,99272,180,,,
+clip+polish,STACK,15,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.28948866,0.1512622,99868,210,,,
+clip+polish,STACK,15,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.29968219,0.12137628,98945,240,,,
+clip+polish,STACK,15,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.28832085,0.15468605,100105,185,,,
+clip+polish,STACK,15,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.30623673,0.10215933,99435,170,,,
+clip+polish,STACK,15,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.27809477,0.1846674,100189,204,,,
+clip+polish,STACK,15,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.28412054,0.16700074,100014,198,,,
+clip+polish,STACK,15,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.30742141,0.09868602,100019,215,,,
+clip+polish,STACK,15,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.2973559,0.12819661,98226,170,,,
+clip+polish,STACK,15,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.26861198,0.21246953,100046,189,,,
+clip+polish,STACK,15,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.2995675,0.12171252,99410,240,,,
+clip+polish,STACK,15,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.29342899,0.13970973,100015,189,,,
+clip+polish,STACK,15,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.30384811,0.10916241,99141,150,,,
+clip+polish,STACK,15,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.2974498,0.12792131,100190,195,,,
+clip+polish,STACK,15,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.3032926,0.11079109,99651,210,,,
+clip+polish,STACK,15,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.306662,0.10091251,99202,190,,,
+clip+polish,STACK,20,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.21419418,0.25266758,99440,120,,,
+clip+polish,STACK,20,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.2392426,0.1652726,99371,180,,,
+clip+polish,STACK,20,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.24486453,0.14565744,100055,120,,,
+clip+polish,STACK,20,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.23488726,0.18046855,98556,140,,,
+clip+polish,STACK,20,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.22125706,0.2280249,97631,160,,,
+clip+polish,STACK,20,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.23775073,0.1704778,93782,120,,,
+clip+polish,STACK,20,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.23714498,0.17259129,98260,130,,,
+clip+polish,STACK,20,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.26110475,0.08899464,99030,120,,,
+clip+polish,STACK,20,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.23335846,0.18580261,98911,170,,,
+clip+polish,STACK,20,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.24974894,0.12861554,99062,110,,,
+clip+polish,STACK,20,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.21149821,0.26207392,93732,110,,,
+clip+polish,STACK,20,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.24579355,0.14241605,98743,120,,,
+clip+polish,STACK,20,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.24239335,0.15427949,97654,140,,,
+clip+polish,STACK,20,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.22504498,0.2148087,98533,160,,,
+clip+polish,STACK,20,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.24578504,0.14244575,99622,140,,,
+clip+polish,STACK,20,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.2507756,0.12503349,100077,108,,,
+clip+polish,STACK,20,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.2545332,0.11192306,100118,108,,,
+clip+polish,STACK,20,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.23271803,0.1880371,97513,120,,,
+clip+polish,STACK,20,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.25107566,0.12398656,97718,120,,,
+clip+polish,STACK,20,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.22524406,0.2141141,97217,110,,,
+clip+polish,STACK,20,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.22136001,0.22766569,99777,130,,,
+clip+polish,STACK,20,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.24605505,0.14150369,97686,130,,,
+clip+polish,STACK,20,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.2200504,0.23223497,99540,140,,,
+clip+polish,STACK,20,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.22710998,0.20760383,98829,170,,,
+clip+polish,STACK,20,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.21427904,0.25237151,100004,159,,,
+clip+polish+archive,STACK,7,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52790139,0.01492259,100170,360,16455,,
+clip+polish+archive,STACK,7,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.5175851,0.03417305,100020,389,,,
+clip+polish+archive,STACK,7,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52941886,0.01209096,100005,393,11685,,
+clip+polish+archive,STACK,7,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52364639,0.02286253,99840,390,,,
+clip+polish+archive,STACK,7,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52011103,0.02945961,100050,386,,,
+clip+polish+archive,STACK,7,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.53528012,0.00115371,99735,380,10560,35025,
+clip+polish+archive,STACK,7,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51592874,0.03726387,100185,392,,,
+clip+polish+archive,STACK,7,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52735057,0.01595044,100125,377,20220,,
+clip+polish+archive,STACK,7,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52516987,0.02001968,99780,350,,,
+clip+polish+archive,STACK,7,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51303224,0.0426688,100200,380,,,
+clip+polish+archive,STACK,7,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52010522,0.02947044,99615,380,,,
+clip+polish+archive,STACK,7,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.50914639,0.0499199,100035,369,,,
+clip+polish+archive,STACK,7,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51327626,0.04221347,100125,391,,,
+clip+polish+archive,STACK,7,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.50923025,0.04976342,100155,415,,,
+clip+polish+archive,STACK,7,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51661208,0.03598873,100110,411,,,
+clip+polish+archive,STACK,7,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51001666,0.04829596,100170,393,,,
+clip+polish+archive,STACK,7,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52048236,0.02876669,100155,389,,,
+clip+polish+archive,STACK,7,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52740457,0.01584967,100005,382,19335,,
+clip+polish+archive,STACK,7,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51485752,0.0392628,100035,382,,,
+clip+polish+archive,STACK,7,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51420898,0.04047298,100200,364,,,
+clip+polish+archive,STACK,7,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51809913,0.03321385,100065,368,,,
+clip+polish+archive,STACK,7,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52865422,0.0135178,99960,400,12975,,
+clip+polish+archive,STACK,7,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52907951,0.0127242,100125,371,13410,,
+clip+polish+archive,STACK,7,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51746867,0.03439031,99840,390,,,
+clip+polish+archive,STACK,7,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51757188,0.03419773,100125,341,,,
+clip+polish+archive,STACK,10,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38540554,0.08515488,100074,302,,,
+clip+polish+archive,STACK,10,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39056647,0.07290426,100116,318,,,
+clip+polish+archive,STACK,10,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40244647,0.04470445,99570,310,,,
+clip+polish+archive,STACK,10,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39539299,0.06144746,100200,376,,,
+clip+polish+archive,STACK,10,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40190631,0.04598664,100095,323,,,
+clip+polish+archive,STACK,10,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39124869,0.07128486,100095,341,,,
+clip+polish+archive,STACK,10,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.3945094,0.06354485,100137,280,,,
+clip+polish+archive,STACK,10,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39777725,0.05578788,100095,317,,,
+clip+polish+archive,STACK,10,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40317294,0.04298002,100053,344,,,
+clip+polish+archive,STACK,10,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.41177428,0.02256284,100095,312,47196,,
+clip+polish+archive,STACK,10,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40032783,0.04973352,99696,320,,,
+clip+polish+archive,STACK,10,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.3821994,0.09276534,100179,313,,,
+clip+polish+archive,STACK,10,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.4161909,0.01207903,100053,296,34848,,
+clip+polish+archive,STACK,10,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38929673,0.07591827,99927,340,,,
+clip+polish+archive,STACK,10,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38851308,0.07777844,100137,312,,,
+clip+polish+archive,STACK,10,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.36714586,0.12849824,100116,328,,,
+clip+polish+archive,STACK,10,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38872681,0.0772711,100200,307,,,
+clip+polish+archive,STACK,10,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.37868485,0.10110791,100179,319,,,
+clip+polish+archive,STACK,10,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39613544,0.05968508,99780,340,,,
+clip+polish+archive,STACK,10,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.37742582,0.10409649,99570,340,,,
+clip+polish+archive,STACK,10,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40482097,0.03906805,100200,316,,,
+clip+polish+archive,STACK,10,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.3831678,0.09046665,100179,326,,,
+clip+polish+archive,STACK,10,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38690129,0.08160438,99633,300,,,
+clip+polish+archive,STACK,10,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.4069413,0.03403499,99654,300,,,
+clip+polish+archive,STACK,10,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38473334,0.08675047,100200,346,,,
+clip+polish+archive,STACK,15,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.28118754,0.17559985,100077,251,,,
+clip+polish+archive,STACK,15,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.27613713,0.1904069,99906,240,,,
+clip+polish+archive,STACK,15,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29409674,0.13775199,99372,210,,,
+clip+polish+archive,STACK,15,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2813923,0.17499951,100150,276,,,
+clip+polish+archive,STACK,15,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.31862032,0.06585248,100108,282,,,
+clip+polish+archive,STACK,15,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.28592151,0.16172055,100199,238,,,
+clip+polish+archive,STACK,15,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29945218,0.12205063,99650,250,,,
+clip+polish+archive,STACK,15,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.27473563,0.1945159,99611,260,,,
+clip+polish+archive,STACK,15,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2697159,0.209233,100179,325,,,
+clip+polish+archive,STACK,15,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.27715838,0.18741275,98510,280,,,
+clip+polish+archive,STACK,15,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29823176,0.12562874,100167,247,,,
+clip+polish+archive,STACK,15,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29248068,0.14249002,96249,200,,,
+clip+polish+archive,STACK,15,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.26646484,0.21876461,99844,240,,,
+clip+polish+archive,STACK,15,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29602801,0.13208978,99635,230,,,
+clip+polish+archive,STACK,15,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.26140821,0.23358991,100094,253,,,
+clip+polish+archive,STACK,15,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29968635,0.12136409,100020,206,,,
+clip+polish+archive,STACK,15,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.28780694,0.15619274,98883,240,,,
+clip+polish+archive,STACK,15,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2797135,0.17992152,100100,292,,,
+clip+polish+archive,STACK,15,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.30014885,0.12000811,100071,336,,,
+clip+polish+archive,STACK,15,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2846393,0.16547979,100138,229,,,
+clip+polish+archive,STACK,15,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.30206517,0.11438972,99317,240,,,
+clip+polish+archive,STACK,15,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.30378676,0.10934228,100020,299,,,
+clip+polish+archive,STACK,15,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.29246571,0.14253392,100062,231,,,
+clip+polish+archive,STACK,15,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.28820498,0.15502576,100022,343,,,
+clip+polish+archive,STACK,15,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2999708,0.12053012,99085,220,,,
+clip+polish+archive,STACK,20,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.23018731,0.19686688,98911,170,,,
+clip+polish+archive,STACK,20,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.24778623,0.1354635,100012,136,,,
+clip+polish+archive,STACK,20,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.26034837,0.09163368,100177,169,,,
+clip+polish+archive,STACK,20,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.24797812,0.13479402,98861,160,,,
+clip+polish+archive,STACK,20,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.24399683,0.1486849,100109,180,,,
+clip+polish+archive,STACK,20,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.22470518,0.21599428,96902,170,,,
+clip+polish+archive,STACK,20,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.22204979,0.22525904,97754,160,,,
+clip+polish+archive,STACK,20,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.23556037,0.17812004,99576,180,,,
+clip+polish+archive,STACK,20,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.23581858,0.17721914,100132,201,,,
+clip+polish+archive,STACK,20,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.22307425,0.22168465,100047,266,,,
+clip+polish+archive,STACK,20,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2469029,0.13854549,99703,230,,,
+clip+polish+archive,STACK,20,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.23395921,0.18370656,98765,190,,,
+clip+polish+archive,STACK,20,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.22062667,0.23022436,93294,170,,,
+clip+polish+archive,STACK,20,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2427324,0.15309654,100090,127,,,
+clip+polish+archive,STACK,20,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.21089806,0.26416789,100014,161,,,
+clip+polish+archive,STACK,20,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2325364,0.18867082,100121,248,,,
+clip+polish+archive,STACK,20,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.22072018,0.2298981,98783,210,,,
+clip+polish+archive,STACK,20,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.21839229,0.2380202,100015,194,,,
+clip+polish+archive,STACK,20,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.23400464,0.18354805,97740,190,,,
+clip+polish+archive,STACK,20,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.23459155,0.18150032,98077,200,,,
+clip+polish+archive,STACK,20,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.22445548,0.21686549,100071,156,,,
+clip+polish+archive,STACK,20,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.24073263,0.16007383,99174,280,,,
+clip+polish+archive,STACK,20,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2613609,0.08810093,99089,140,,,
+clip+polish+archive,STACK,20,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2155119,0.24807,99571,220,,,
+clip+polish+archive,STACK,20,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.2321642,0.18996944,100148,237,,,
+clip+f-polish+archive,STACK,7,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51715453,0.03497651,100200,477,,,
+clip+f-polish+archive,STACK,7,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.5309735,0.00918996,100200,477,9900,,
+clip+f-polish+archive,STACK,7,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.53535684,0.00101053,100200,477,6330,11370,
+clip+f-polish+archive,STACK,7,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51728272,0.0347373,100200,477,,,
+clip+f-polish+archive,STACK,7,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51933841,0.03090133,100200,477,,,
+clip+f-polish+archive,STACK,7,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52616399,0.01816463,100200,477,15570,,
+clip+f-polish+archive,STACK,7,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.53368427,0.00413159,100200,477,8010,,
+clip+f-polish+archive,STACK,7,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51184401,0.04488607,100200,477,,,
+clip+f-polish+archive,STACK,7,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.5001864,0.06663947,100200,477,,,
+clip+f-polish+archive,STACK,7,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.50845621,0.0512078,100200,477,,,
+clip+f-polish+archive,STACK,7,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52321637,0.02366497,100200,477,,,
+clip+f-polish+archive,STACK,7,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.50213587,0.06300172,100200,477,,,
+clip+f-polish+archive,STACK,7,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52264723,0.02472699,100200,477,,,
+clip+f-polish+archive,STACK,7,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52995234,0.01109547,100200,477,21030,,
+clip+f-polish+archive,STACK,7,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.50141099,0.06435436,100200,477,,,
+clip+f-polish+archive,STACK,7,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51416688,0.04055154,100200,477,,,
+clip+f-polish+archive,STACK,7,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52239351,0.02520045,100200,477,,,
+clip+f-polish+archive,STACK,7,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51505693,0.03889068,100200,477,,,
+clip+f-polish+archive,STACK,7,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52055335,0.02863422,100200,477,,,
+clip+f-polish+archive,STACK,7,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52749848,0.01567443,100200,477,12000,,
+clip+f-polish+archive,STACK,7,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52585342,0.01874415,100200,477,,,
+clip+f-polish+archive,STACK,7,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52827975,0.01421657,100200,477,11790,,
+clip+f-polish+archive,STACK,7,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.52258784,0.02483782,100200,477,,,
+clip+f-polish+archive,STACK,7,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51377134,0.04128962,100200,477,,,
+clip+f-polish+archive,STACK,7,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.51277294,0.04315267,100200,477,,,
+clip+f-polish+archive,STACK,10,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38138742,0.09469277,100200,477,,,
+clip+f-polish+archive,STACK,10,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40163119,0.04663969,100200,477,,,
+clip+f-polish+archive,STACK,10,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.3972036,0.05714957,100200,477,,,
+clip+f-polish+archive,STACK,10,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39484377,0.06275114,100200,477,,,
+clip+f-polish+archive,STACK,10,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40571825,0.03693816,100200,477,,,
+clip+f-polish+archive,STACK,10,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39958074,0.0515069,100200,477,,,
+clip+f-polish+archive,STACK,10,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38846164,0.07790053,100200,477,,,
+clip+f-polish+archive,STACK,10,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40665757,0.03470847,100200,477,,,
+clip+f-polish+archive,STACK,10,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.41457595,0.01591246,100200,477,15360,,
+clip+f-polish+archive,STACK,10,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39529955,0.06166924,100200,477,,,
+clip+f-polish+archive,STACK,10,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.33572004,0.20309438,100200,477,,,
+clip+f-polish+archive,STACK,10,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.36206062,0.14056919,100200,477,,,
+clip+f-polish+archive,STACK,10,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39674186,0.05824561,100200,477,,,
+clip+f-polish+archive,STACK,10,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40471818,0.03931206,100200,477,,,
+clip+f-polish+archive,STACK,10,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39149007,0.0707119,100200,477,,,
+clip+f-polish+archive,STACK,10,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.35851329,0.14898957,100200,477,,,
+clip+f-polish+archive,STACK,10,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.39239988,0.06855226,100200,477,,,
+clip+f-polish+archive,STACK,10,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38652919,0.08248764,100200,477,,,
+clip+f-polish+archive,STACK,10,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38834469,0.07817814,100200,477,,,
+clip+f-polish+archive,STACK,10,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38989437,0.07449965,100200,477,,,
+clip+f-polish+archive,STACK,10,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.35171966,0.16511575,100200,477,,,
+clip+f-polish+archive,STACK,10,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.41573842,0.01315309,100200,477,12840,,
+clip+f-polish+archive,STACK,10,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.40968057,0.02753272,100200,477,,,
+clip+f-polish+archive,STACK,10,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.41147376,0.0232762,100200,477,21030,,
+clip+f-polish+archive,STACK,10,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,clip,0.38412447,0.08819578,100200,477,,,
