treatment,wp,n_circles,seed,strategy,init,selection_scheme,archive_mode,repair,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
baseline,STACK,20,23,SINGLE_VARIANCE,lhs,comma,off,random,0.2021395,0.29472685,100200,477,,,
baseline,STACK,20,24,SINGLE_VARIANCE,lhs,comma,off,random,0.1057729,0.63095396,100200,477,,,
+clip,STACK,7,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.51715452,0.03497652,100200,477,,,
+clip,STACK,7,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.53097347,0.00919002,100200,477,9900,,
+clip,STACK,7,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.53535012,0.00102307,100200,477,6330,11370,
+clip,STACK,7,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.51728268,0.03473738,100200,477,,,
+clip,STACK,7,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.51933841,0.03090134,100200,477,,,
+clip,STACK,7,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.52616394,0.01816471,100200,477,15570,,
+clip,STACK,7,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.53368427,0.00413159,100200,477,8010,,
+clip,STACK,7,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.511844,0.04488609,100200,477,,,
+clip,STACK,7,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.50017466,0.06666138,100200,477,,,
+clip,STACK,7,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.5084562,0.05120782,100200,477,,,
+clip,STACK,7,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.52321637,0.02366497,100200,477,,,
+clip,STACK,7,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.50212129,0.06302891,100200,477,,,
+clip,STACK,7,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.52264723,0.024727,100200,477,,,
+clip,STACK,7,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.52995233,0.01109548,100200,477,21030,,
+clip,STACK,7,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.50141097,0.0643544,100200,477,,,
+clip,STACK,7,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.51416688,0.04055154,100200,477,,,
+clip,STACK,7,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.52239344,0.02520057,100200,477,,,
+clip,STACK,7,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.51505693,0.03889069,100200,477,,,
+clip,STACK,7,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.52055329,0.02863435,100200,477,,,
+clip,STACK,7,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.52749845,0.01567448,100200,477,12000,,
+clip,STACK,7,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.52585342,0.01874416,100200,477,,,
+clip,STACK,7,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.52827974,0.01421659,100200,477,11790,,
+clip,STACK,7,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.52258781,0.02483786,100200,477,,,
+clip,STACK,7,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.51377134,0.04128963,100200,477,,,
+clip,STACK,7,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.51277293,0.04315269,100200,477,,,
+clip,STACK,10,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.3813874,0.0946928,100200,477,,,
+clip,STACK,10,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.40163115,0.04663979,100200,477,,,
+clip,STACK,10,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.3972036,0.05714957,100200,477,,,
+clip,STACK,10,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.39484372,0.06275127,100200,477,,,
+clip,STACK,10,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.40571823,0.03693821,100200,477,,,
+clip,STACK,10,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.39958074,0.05150691,100200,477,,,
+clip,STACK,10,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.38846162,0.0779006,100200,477,,,
+clip,STACK,10,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.40665755,0.03470854,100200,477,,,
+clip,STACK,10,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.41457591,0.01591256,100200,477,15360,,
+clip,STACK,10,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.39529953,0.06166929,100200,477,,,
+clip,STACK,10,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.33536731,0.20393166,100200,477,,,
+clip,STACK,10,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.36206057,0.14056931,100200,477,,,
+clip,STACK,10,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.39674183,0.05824569,100200,477,,,
+clip,STACK,10,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.40471816,0.0393121,100200,477,,,
+clip,STACK,10,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.39149006,0.07071191,100200,477,,,
+clip,STACK,10,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.35851324,0.14898967,100200,477,,,
+clip,STACK,10,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.39239981,0.06855243,100200,477,,,
+clip,STACK,10,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.38652917,0.08248768,100200,477,,,
+clip,STACK,10,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.38834464,0.07817827,100200,477,,,
+clip,STACK,10,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.38989436,0.07449967,100200,477,,,
+clip,STACK,10,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.35171965,0.16511575,100200,477,,,
+clip,STACK,10,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.41573839,0.01315316,100200,477,12840,,
+clip,STACK,10,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.40968055,0.02753277,100200,477,,,
+clip,STACK,10,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.41147374,0.02327625,100200,477,21030,,
+clip,STACK,10,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.38412444,0.08819583,100200,477,,,
+clip,STACK,15,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.3216035,0.05710623,100200,477,,,
+clip,STACK,15,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.28691701,0.15880189,100200,477,,,
+clip,STACK,15,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.2971795,0.12871378,100200,477,,,
+clip,STACK,15,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.2883218,0.15468327,100200,477,,,
+clip,STACK,15,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.29073425,0.14761031,100200,477,,,
+clip,STACK,15,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.29559128,0.13337023,100200,477,,,
+clip,STACK,15,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.29189955,0.14419382,100200,477,,,
+clip,STACK,15,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.28909105,0.15242793,100200,477,,,
+clip,STACK,15,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.26093001,0.23499193,100200,477,,,
+clip,STACK,15,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.26475437,0.22377946,100200,477,,,
+clip,STACK,15,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.30356127,0.11000339,100200,477,,,
+clip,STACK,15,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.30580262,0.10343208,100200,477,,,
+clip,STACK,15,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.31395282,0.0795369,100200,477,,,
+clip,STACK,15,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.30870372,0.09492649,100200,477,,,
+clip,STACK,15,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.28808853,0.15536716,100200,477,,,
+clip,STACK,15,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.27868937,0.1829241,100200,477,,,
+clip,STACK,15,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.2909137,0.14708418,100200,477,,,
+clip,STACK,15,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.28066975,0.17711792,100200,477,,,
+clip,STACK,15,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.30174978,0.11531442,100200,477,,,
+clip,STACK,15,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.26572143,0.22094419,100200,477,,,
+clip,STACK,15,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.2847611,0.16512269,100200,477,,,
+clip,STACK,15,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.28410701,0.16704039,100200,477,,,
+clip,STACK,15,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.29960772,0.1215946,100200,477,,,
+clip,STACK,15,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.28808367,0.15538142,100200,477,,,
+clip,STACK,15,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.30943584,0.09278002,100200,477,,,
+clip,STACK,20,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.23656593,0.1746116,100200,477,,,
+clip,STACK,20,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.23579099,0.17731542,100200,477,,,
+clip,STACK,20,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.2238441,0.21899861,100200,477,,,
+clip,STACK,20,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.23696125,0.17323231,100200,477,,,
+clip,STACK,20,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.24288318,0.15257045,100200,477,,,
+clip,STACK,20,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.24913986,0.13074063,100200,477,,,
+clip,STACK,20,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.22777639,0.2052787,100200,477,,,
+clip,STACK,20,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.25527092,0.10934914,100200,477,,,
+clip,STACK,20,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.22372198,0.21942469,100200,477,,,
+clip,STACK,20,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.22878999,0.2017422,100200,477,,,
+clip,STACK,20,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.22800163,0.2044928,100200,477,,,
+clip,STACK,20,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.22869749,0.20206493,100200,477,,,
+clip,STACK,20,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.25282453,0.11788468,100200,477,,,
+clip,STACK,20,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.22533452,0.21379845,100200,477,,,
+clip,STACK,20,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.22399551,0.21847032,100200,477,,,
+clip,STACK,20,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.23632768,0.17544287,100200,477,,,
+clip,STACK,20,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.23358692,0.18500551,100200,477,,,
+clip,STACK,20,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.23449553,0.18183531,100200,477,,,
+clip,STACK,20,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.23709784,0.17275576,100200,477,,,
+clip,STACK,20,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.21620967,0.24563544,100200,477,,,
+clip,STACK,20,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.24797583,0.134802,100200,477,,,
+clip,STACK,20,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.24335816,0.15091324,100200,477,,,
+clip,STACK,20,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.24691135,0.13851602,100200,477,,,
+clip,STACK,20,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.24469691,0.1462423,100200,477,,,
+clip,STACK,20,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.24447268,0.14702462,100200,477,,,
+clip+polish,STACK,7,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.52293036,0.02419867,100170,366,,,
+clip+polish,STACK,7,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.52736625,0.01592117,100095,338,21705,,
+clip+polish,STACK,7,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.53471944,0.00219994,100125,362,12180,,
+clip+polish,STACK,7,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.50128693,0.06458585,100035,391,,,
+clip+polish,STACK,7,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.50798466,0.05208771,100185,383,,,
+clip+polish,STACK,7,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.51284117,0.04302536,99855,370,,,
+clip+polish,STACK,7,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.52292233,0.02421365,99885,370,,,
+clip+polish,STACK,7,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.50630152,0.05522851,100095,362,,,
+clip+polish,STACK,7,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.50336542,0.06070734,100170,379,,,
+clip+polish,STACK,7,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.52379536,0.02258455,99900,360,,,
+clip+polish,STACK,7,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.52394693,0.02230171,99825,380,,,
+clip+polish,STACK,7,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.51220215,0.04421778,100200,379,,,
+clip+polish,STACK,7,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.51019499,0.04796318,100065,349,,,
+clip+polish,STACK,7,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.53586755,5.754e-05,100125,351,15840,25305,
+clip+polish,STACK,7,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.51763303,0.03408361,100110,359,,,
+clip+polish,STACK,7,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.51421517,0.04046143,100065,369,,,
+clip+polish,STACK,7,16,SINGLE_VARIANCE,lhs,comma,off,clip,0.52114733,0.02752584,100170,366,,,
+clip+polish,STACK,7,17,SINGLE_VARIANCE,lhs,comma,off,clip,0.51218844,0.04424336,100185,356,,,
+clip+polish,STACK,7,18,SINGLE_VARIANCE,lhs,comma,off,clip,0.52241212,0.02516572,100170,382,,,
+clip+polish,STACK,7,19,SINGLE_VARIANCE,lhs,comma,off,clip,0.53576426,0.00025027,100200,369,12390,24720,
+clip+polish,STACK,7,20,SINGLE_VARIANCE,lhs,comma,off,clip,0.53571541,0.00034144,100155,359,11970,24840,
+clip+polish,STACK,7,21,SINGLE_VARIANCE,lhs,comma,off,clip,0.51331543,0.04214038,100155,336,,,
+clip+polish,STACK,7,22,SINGLE_VARIANCE,lhs,comma,off,clip,0.53545928,0.00081937,100005,367,11730,22935,
+clip+polish,STACK,7,23,SINGLE_VARIANCE,lhs,comma,off,clip,0.52028373,0.02913734,100080,356,,,
+clip+polish,STACK,7,24,SINGLE_VARIANCE,lhs,comma,off,clip,0.5168995,0.0354524,100035,373,,,
+clip+polish,STACK,10,0,SINGLE_VARIANCE,lhs,comma,off,clip,0.39419893,0.06428181,100200,329,,,
+clip+polish,STACK,10,1,SINGLE_VARIANCE,lhs,comma,off,clip,0.40023196,0.04996108,100095,302,,,
+clip+polish,STACK,10,2,SINGLE_VARIANCE,lhs,comma,off,clip,0.39492827,0.06255057,99402,300,,,
+clip+polish,STACK,10,3,SINGLE_VARIANCE,lhs,comma,off,clip,0.40406155,0.04087071,100032,291,,,
+clip+polish,STACK,10,4,SINGLE_VARIANCE,lhs,comma,off,clip,0.41018211,0.02634221,100074,348,,,
+clip+polish,STACK,10,5,SINGLE_VARIANCE,lhs,comma,off,clip,0.34184912,0.18854565,100137,352,,,
+clip+polish,STACK,10,6,SINGLE_VARIANCE,lhs,comma,off,clip,0.40028137,0.04984381,100074,288,,,
+clip+polish,STACK,10,7,SINGLE_VARIANCE,lhs,comma,off,clip,0.39659968,0.0585831,100116,316,,,
+clip+polish,STACK,10,8,SINGLE_VARIANCE,lhs,comma,off,clip,0.39587817,0.06029576,100032,323,,,
+clip+polish,STACK,10,9,SINGLE_VARIANCE,lhs,comma,off,clip,0.3912369,0.07131284,100158,313,,,
+clip+polish,STACK,10,10,SINGLE_VARIANCE,lhs,comma,off,clip,0.41008671,0.02656866,100137,296,,,
+clip+polish,STACK,10,11,SINGLE_VARIANCE,lhs,comma,off,clip,0.38538378,0.08520652,100053,326,,,
+clip+polish,STACK,10,12,SINGLE_VARIANCE,lhs,comma,off,clip,0.38482667,0.08652894,100032,314,,,
+clip+polish,STACK,10,13,SINGLE_VARIANCE,lhs,comma,off,clip,0.38848629,0.07784203,100200,309,,,
+clip+polish,STACK,10,14,SINGLE_VARIANCE,lhs,comma,off,clip,0.41781601,0.00822147,100053,315,21387,,
+clip+polish,STACK,10,15,SINGLE_VARIANCE,lhs,comma,off,clip,0.40861526,0.03006146,100095,302,,,
